"DINÁMICA","CARACTERIZ","MODALIDAD","DÍA_SEMAN","MES_DEL_HE","FRANJA_HORARIA","ZONA","ESTRATO_GRUPO"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","febrero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","lunes","febrero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","miércoles","febrero","Mañana","Sur","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","jueves","febrero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","febrero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","jueves","febrero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","viernes","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","febrero","Tarde","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","febrero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","lunes","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","domingo","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","domingo","febrero","Madrugada","Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","miércoles","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A RESIDENCIA","VENTOSA","domingo","febrero","Madrugada","Sur","Bajo-bajo"
"Hurto","HURTO DE BICICLETAS","HALADO","domingo","febrero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","viernes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","febrero","Tarde","Sur","Alto"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","febrero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A CELULARES","ATRACO","viernes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","febrero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","febrero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","febrero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","febrero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","miércoles","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","febrero","Madrugada","Nor-Occidente","Medio"
"Hurto","HURTO DE VEHICULOS","ATRACO","sábado","febrero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","febrero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","sábado","febrero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","febrero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","febrero","Tarde","Nor-Occidente","Alto"
"Hurto","HURTO A CELULARES","ATRACO","viernes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","febrero","Mañana","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","miércoles","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","febrero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","febrero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","martes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","viernes","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","viernes","febrero","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","febrero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","febrero","Tarde","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","viernes","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Madrugada","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","febrero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","domingo","febrero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","febrero","Mañana","Sur","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","sábado","febrero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE BICICLETAS","ENGAÑO","martes","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","domingo","febrero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","sábado","febrero","Noche","Oriente","Medio"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","febrero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","febrero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","febrero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","febrero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","febrero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","domingo","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","febrero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","martes","febrero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","febrero","Mañana","Sur","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","febrero","Noche","Oriente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","febrero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","martes","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Tarde","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","martes","febrero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Noche","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","viernes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","lunes","febrero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","lunes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","domingo","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","lunes","febrero","Tarde","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","martes","febrero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","febrero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","sábado","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","miércoles","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","febrero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","lunes","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","domingo","febrero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","domingo","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","martes","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","febrero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","lunes","enero","Mañana","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","febrero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","ATRACO","sábado","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","febrero","Noche","Sur","Alto"
"Hurto","HURTO DE VEHICULOS","HALADO","lunes","febrero","Noche","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","febrero","Noche","Sur","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","febrero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","ATRACO","domingo","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","domingo","febrero","Madrugada","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ENGAÑO","lunes","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Sur","Alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","martes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Madrugada","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ENGAÑO","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","lunes","febrero","Madrugada","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","lunes","febrero","Mañana","Nor-Occidente","Alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","lunes","febrero","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","COSQUILLEO","domingo","febrero","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","domingo","febrero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Noche","Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","febrero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","sábado","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","febrero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Tarde","Sur","Medio"
"Hurto","HURTO DE AUTOPARTES","VIOLACION DE CERRADURA","miércoles","febrero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","febrero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Noche","Sur","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Madrugada","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","sábado","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Sur","Medio"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","domingo","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","jueves","febrero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","jueves","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","domingo","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","febrero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","febrero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","domingo","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","viernes","febrero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","martes","febrero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","febrero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","martes","febrero","Noche","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","febrero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","febrero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","febrero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","febrero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","domingo","febrero","Mañana","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","febrero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","febrero","Mañana","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","febrero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","febrero","Tarde","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","martes","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","lunes","febrero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ENGAÑO","martes","febrero","Noche","Nor-Occidente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","sábado","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","martes","febrero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","febrero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","martes","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","febrero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","febrero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","lunes","febrero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Mañana","Sur","Bajo-bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","miércoles","febrero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","febrero","Tarde","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","martes","febrero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE BICICLETAS","HALADO","miércoles","febrero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","febrero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","febrero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","ATRACO","miércoles","febrero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","lunes","febrero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","martes","febrero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","febrero","Noche","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","sábado","febrero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","febrero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","febrero","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","martes","febrero","Tarde","Sur","Alto"
"Hurto","HURTO A PERSONAS","ENGAÑO","martes","febrero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","febrero","Mañana","Sur","Medio-alto"
