"DINÁMICA","CARACTERIZ","MODALIDAD","DÍA_SEMAN","MES_DEL_HE","FRANJA_HORARIA","ZONA","ESTRATO_GRUPO"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","lunes","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ENGAÑO","jueves","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","enero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","martes","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","viernes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ENGAÑO","jueves","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","viernes","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Mañana","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","miércoles","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Mañana","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","jueves","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","sábado","enero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Sur","Alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","sábado","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","enero","Tarde","Oriente","Medio"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","miércoles","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","jueves","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","COSQUILLEO","miércoles","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Madrugada","Nor-Occidente","Medio"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","sábado","enero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","sábado","enero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","RAPONAZO","martes","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","jueves","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE VEHICULOS","ATRACO","miércoles","enero","Noche","Sur","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","ATRACO","miércoles","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","martes","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE VEHICULOS","ATRACO","miércoles","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","miércoles","enero","Tarde","Nor-Occidente","Alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","miércoles","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","domingo","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","miércoles","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","martes","enero","Noche","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO DE AUTOPARTES","ENGAÑO","miércoles","enero","Noche","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","RAPONAZO","sábado","enero","Mañana","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","enero","Noche","Oriente","Bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","viernes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","sábado","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","sábado","enero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Madrugada","Nor-Oriente","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","sábado","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Sur","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","domingo","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE AUTOPARTES","ATRACO","domingo","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","sábado","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Mañana","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","COSQUILLEO","domingo","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","domingo","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","domingo","enero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","domingo","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","viernes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","sábado","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Sur","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Tarde","Sur","Medio"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","miércoles","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","domingo","enero","Noche","Oriente","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Mañana","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","miércoles","enero","Tarde","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","domingo","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","domingo","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","domingo","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","enero","Mañana","Nor-Occidente","Alto"
"Hurto","HURTO A PERSONAS","COSQUILLEO","sábado","enero","Noche","Nor-Occidente","Alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","sábado","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","miércoles","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","lunes","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","lunes","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","sábado","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","martes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Noche","Sur","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","sábado","enero","Tarde","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Madrugada","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","lunes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","lunes","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","lunes","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","enero","Tarde","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","sábado","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","domingo","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","miércoles","enero","Mañana","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","enero","Madrugada","Sur","Alto"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","lunes","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","sábado","enero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Tarde","Nor-Oriente","Medio-bajo"
